Sentiment,Text,Label,Prediction
4,@1079theend Darn it!  No babysitter.  GL to the next person  Happy Friday,1,1
0,Ughhhhhh I hate this. I can't sleep at all I wish you would come home. I hate this I hate this aahhh fucknfkddjd!,0,0
4,"passed a sign reading *40* animals drive slow.I didn't c 1 animal, let alone 40!",1,0
4,@MakerOfShadows very good day. But I just told you on msn,1,1
4,@erica your pic is up!,1,1
0,Train 25min delayed due construction work and rerouting,0,0
4,@designsbyreese Pretty fabulous thanks. The weather is still gorgeous. I'm sat outside at the moment with coffee (of course)  How's you?,1,1
4,I wanna play The Beatles: Rock Band!!!!!!!!!!!!,1,1
0,Drove by the little league fields today. I really miss coaching baseball in Kyrgyzstan,0,0
4,"@yulianasari yes, I've been to one. BEST DAY EVER",1,1
4,@MissxMarisa LOL! you know...? I can't tell actually.,1,1
0,"eating . i want back - baby, It's fact",0,1
4,long day in nyc!! sooo tired!!!!! no school tomorrow  ... what happened celtics?? kinda mad but im excited to watch lebron vs. melllo!!!!!,1,0
4,"@CathrineFeehely special thanks for the #followfriday please let me know why I'd love to know, again thank you!",1,1
0,"Obelisk = heavenly italian food. DC, ill miss you",0,0
0,Can Transformers 2 really be as bad as the reviews are saying? Disappointing...,0,0
0,@Nkluvr4eva My poor little dumpling  In Holmdel vids he was really trying...Hope he dont try to hard tonight xx,0,0
0,feels really excluded from the outside world with NO internet at work!,0,0
4,"@x33ieroNINJA i think ill pass on the yoga, not my thing!!",1,1
4,@HereIsHeather Gosh i wish! me and the babe are gonna watch BOLT!,1,1
4,@1TweetCop  like your pic,1,1
0,putting some lotion on my burn,0,1
4,It's misty out,1,1
0,fantastic must see episode of south pacific about sustainable fishing - photos wow - http://tinyurl.com/m74hfh - wont be eating tuna now,0,1
4,@OldPostcards Thanks for the thoughts - now the wait for the results begins!,1,1
4,"@skyblues4eva Hehe aww, i loved lukes interview, i think watching the videos passes tiiimee",1,1
0,April showers isn't supposed to mean snow.  *sigh,0,0
0,@queenie624: its just been one of those days... I'm over it.,0,0
4,back to school! lucky me,1,0
4,"@wlwarriorsuzie Hey Suzie  Wouldn't say ALL humans are like that, but most of them perhaps ;) Have a grrrrreat week! Keep well!",1,1
0,@glennw into a shop th other day they asked me when I broke up for the holidays. I wanted to hit her,0,0
0,"@jamie1078 yes, because our group is down!  YOU FAIL, FB!",0,0
0,"@SkydiverTilt  Well we have to print it first!!  Files off to printer, but they wont be shipping out until July 1st    But thanks!",0,0
4,I think I am going to call it a night an go to bed. Night night evry1...  sweet dreams! Xoxo,1,1
4,Lunch with dad and the g-parents. Then dinner with mom. Ugh. This is why I'm not skinny.  Haha.,1,0
0,"ehhh, i have to wait for my brother to come home so i can download songs  BLAH!",0,0
0,@mojobotabo lmao shut up  im addicted,0,1
4,getting a little sleepy.. seth is still drawing  *sighs* maybe ill have him put me to bed soon ; },1,0
0,@thegutterflower sigh. true that.,0,0
0,Good Morning! Only got 4 hours of sleep last night,0,1
4,I know people send @mileycyrus @replies all the time But I just want to say  @mileycyrus THANK U!!!,1,1
4,@nadhiyamali haha.. Can U send vadas throuh mail??,1,1
4,"I have a very large map of the Earth here, the sort you can write on with dry pens and then erase afterwards, it's about time I put it up",1,1
4,"@dougiemcfly what did you think of the city recife? beautiful beache, yes? my english is very very very bad, sorry s: kkkk.",1,0
0,@Ninalicia ugh that sux,0,0
4,"@tbiley hahaha nice throwback. Ultimate Warrior!!! Well you're right about one thing, i have to do something",1,1
0,@HiToYou morning........I know the 'monday feeling' too,0,0
0,Typical Florida....starts raining the min i get outside to start tanning,0,0
4,"@kennygo keeennnn, u r such a blessing in jpcc and axioo  thank uuuuuuu",1,1
0,@absolutelyfuzzy Same here. Which is why I'm taking extra effort to go somewhere this weekend. But it's just too cold to go anywhere now,0,0
4,@poolbabe: Happy Birthday!,1,1
4,"@kristinhucko I think its her real home, the old show wasn't.. But now I think so, bc her babys always there too.",1,0
0,Just woke up. i wanna bake cupcakes now   today will be a shitty day...i know it =_=,0,0
4,Absoluut!,1,1
0,i swear everytime i refresh twitter i have one less follower... sad,0,0
4,Im bored doing Homeworks! I must do something fun,1,0
4,@michaelmontes remind me,1,1
0,@mulletmonitor  Crying wouldn't help?,0,0
0,does not want to work a split tomorrow!,0,0
4,"@George_Lewis Nope. You just said about an old woman you found attractive, so I proved that there were better looking old women",1,1
4,"@skennedybooks Hmm...  Maybe, but the end result is good, so keep moving.    Me, I'm just waiting TO move.",1,1
0,@TamplainYoFACE ok,0,1
0,@stelzii same here. I feel so tired already.. and it's just the first week of classes!,0,0
4,is new on twitter,1,1
4,Going to go join mom in the hot tub now....   hope you all have ANOTHER day of ordinary miracles again.,1,1
4,@lucyaainsworth ohhh yeeeh baby!!,1,1
0,I've been waiting since february for the Sims 3 and now I have to wait till Friday to buy it,0,0
4,"@Rsltruly That'll work, I think",1,1
4,"@J_DiStefano This talk about robot is making me think of Wall-E. Oh, how I love that movie.",1,1
4,"@primaaa thts me, the playa  buuuuuuut oooooooooooomg d-trix s HOT.",1,1
4,"My goodness! Another hit, another run!!!",1,1
4,rock am ring yeah,1,1
0,@MonkeyPuncher I wish there was a Cane's near me,0,0
0,oh well; dont need to worry about what to get edd for b-day as he's decided to go spend it in bristol instead. Boo,0,0
4,Long run. Motorino. Tetris at Barcade on game's 20th anniversary. 80s dance party. Phone-booth-climbing. My life feels quite full.,1,1
0,absolutely not looking forward to this statistics exam.,0,0
4,@unahealyfan Thankyouu!,1,1
4,is with holly and catherine and so excited for bgt on wednesday  wooop!,1,1
4,"@ThiagoAcquaviva Yup,that's the BEST thing. hehe  Thanks brasi,you have a great day too! ;)",1,1
0,@youngtruthisme LOL! Aww sorry I cant help,0,0
4,"http://bit.ly/YBHOx   &lt;&lt; Please check out this video, IRL- Big sister singing",1,1
4,@ninaaacooperrr don't not come in  i love you... and it's your last week and you need to see me..... you're hot,1,0
4,@error505 - call her.  She will be surprised.,1,1
4,"@susanstn I will, I will until I sleep",1,1
4,@MoreWillie hehehehi guess you're right!,1,1
0,@FoneArena i don't like cold lamination. Its kindda brickin d screen...  Suggest some site where i can buy N96 Crystal Cover..,0,0
0,"@MissLes LMAO! I'm addicted, I know",0,1
4,Incase u were wondering if cat ladies took their cats for walks...they do! I'm trying to get a pic,1,0
0,@livin4hymn awww. Already? Will you have internet at your new place?,0,1
4,@metnightowl you're not online anymore so CONGRATS ON PURDUE!! YAY!!  now you can figure out your budget and rent,1,1
0,"when does &quot;Prjct Rnwy&quot; start up? I'm kinda not even giving this Fashion Show a chance.luv Kelly don't get me wrng,but miss Heidi  and Tim",0,0
4,@KimKardashian you should go for it!!! Besides you look great with any hair do,1,1
0,@julie_cutie  this sucks. Lol,0,0
0,@Schofe can i come work at this morning? i'm bored here.,0,0
4,"@Delilah_B Awww CUTE, send us some twitpics!! i love puppies, look at mine on http://twitpic.com/photos/Aussiemarijuana",1,1
0,In geography boring man! And i need some money for town on saturday,0,0
0,@sweet_bill ohhh haha myy bad  guesses what im listening to right now,0,1
4,Damn I feel like I just bumped my head and it opened my eyes. Was I being naive this whole time? Is the old Dyon finally back  ?,1,0
0,&quot;Shaking your ass: you're doing it wrong!&quot; -@dimhalo Fail.,0,0
4,@StephanieEllen eat then! I had a healthy breakfast of jaffa cakes and pineapple juice,1,1
0,robins are back - but no sign of the blue tits for about 4 days now,0,0
4,http://fotolog.com/iheartmarion please?  about marion cotillard â¥,1,1
0,woke up at the middle of night in pain. my head continues to throb. terrible,0,0
0,It's too hard!,0,0
0,:-&lt; i know... @Plumxd that u are going to the country side,0,0
4,@meganv926 Lucky!  I'm jackassing around myself.  Haven't done an ounce of work yet!  Correction:  I did put on makeup!,1,1
4,"@JFrankenstein Fascinating and so sweet to hear that heartbeat, isn't it?",1,1
4,Today felt like the longest day at work ever! Good to be home. Especially when dinner was all ready!,1,1
0,A lot of water just fell from the sky.. Not a big fan of the rain!,0,0
0,@jsallis @suziedwards  It was snowing in Tuscany.,0,1
0,"@Lorata I'm sorry.  I've had good luck with my Western Digital, but unfortunately don't know if they work with Macs.",0,0
0,"Getting press release stuff for Autumn already, thought it feels like winter today, where has the sun gone!!!!",0,0
0,@farinab just a little,0,1
0,is scared - tomorrow is going to be a bitch of a day,0,0
4,@Avalix am I invited too? Yay,1,1
4,@sethu_j don't worry  i wasn't ever meant to do well at latin anyway. =P i'll have to write everything out so i'm off. ly x,1,1
0,I think i fail my Test!!!,0,0
4,@puppaz it's the thought of relaxation and break in the future,1,1
4,"@MsPonita Sometimes it's a hose ... klismaphilia, doncha know?",1,1
0,Traffic...booo.,0,1
0,@MMDetail_Psych nothing.. just trying hard not to think about work tomorrow.    how've you been?,0,0
4,@ngw_x aha say hes welcome lol,1,1
0,@Lmajora Aw i missed out on it  I am sure there will be more opportunities in future.,0,0
0,UGH my stupid sister came and woke me up... Now I can't go back to sleep... Its too early..,0,0
0,"@hamish1981 I feel very, very sorry for you that u cant see these  especially with ur love of magic.. just not fair hey!",0,0
0,4 weeks &amp; i can book my flight to Cairo =D WooHoo!! Then there is the waiting game..9 months  Boooooo!,0,1
0,At work...sad about my hamster having cancer...need a drink,0,1
4,@Eddiiii Nice one bruv! Hope you can make it along,1,1
0,work in 30 min and feelin sick  not good...,0,0
4,Can't wait to launch our event! Check out our Oaktree cause and say hello  http://bit.ly/Efhap,1,1
4,"@ziceb COOL! well, DM me if you want, sounds interesting!",1,1
4,@missjeffreestar so r u so ready for warped tour,1,1
0,@jesssicababesss  how unreall  http://twitpic.com/66nvm,0,1
4,goodmorning ya'll. .eating oatmeal and cheetos? for breakfast.,1,1
0,"Back in tampa, now with cell phone service! My back hurts and i'm sunburnt.  but still awesome.",0,0
0,im nursing an out of commission left foot. im od'n on benadryl. its swollen,0,0
4,@angiecas yep till 4 on my way in now  x,1,1
4,@jaredMontz good to hear you are well  Did the real Shaq reply to you? weather good here. Rhinos opened tonight.,1,1
0,is up 'cause Marley decided it was time to &quot;do the doo&quot; ... He goes back to sleep much more easily than do I!,0,1
4,Just popping in while I check my e-mails. Hope you're having a great Sunday! It's overcast here in Mallorca but still warm,1,1
4,@biiiaq no way b!,1,0
4,LA this weekend &amp;NYC next week  everything is happening &amp;im happy .,1,1
4,lake was fun...now i'm sitting in Skiatook watching semi-pro football,1,1
4,"All right, time for happy face.",1,1
4,im exploring my home xD (back from vacation!) Nice to be @ home!,1,1
0,I Miss my future husband. Y does he have 2 leave 4 d phillipines,0,0
0,"Getting ready seeing a pulmonogist (again),hope I don't hv to stay in the hospital.don't want to waste money there",0,0
4,Yay! @Malti09 is in Twitter! finally she's been persuaded! Lol!,1,1
4,"just got home. And is glad Erika and Jon Jon are watching Star Wars, finally!!!",1,1
0,@efacc I wish youtube wasn't blocked here at work.,0,0
0,@brownillusion o.. awww. im sorry!! cheer up!!.. and u dont accept bands  .. add me wen u get the chance to www.myspace.com/TriLLie614,0,0
0,@PreThinking i think its more than 24. i woke up late yesterday and EVERYONE was sold out  lol,0,0
4,"@elysion32 Ohhh when you're scared, monsters after you, and a beautful Australian person trying to save you, you do wonders! dm'ing you",1,0
0,My photo dissapered.......I don't like twitter,0,0
0,could you make this sunday more longer?still wanna stay at home,0,1
4,@Imarius qouth the raven &quot;eat my shorts!&quot;,1,1
4,oohhh in connecticut now!! where i was born,1,1
4,"@KrisKaos 100 million dollar poron movies, would hopefully be good enough to not watch most of the movie on fast forward!",1,1
4,@dpoyser right now it's 2!,1,0
4,@DsBabyGirl lol  he def has that effect on ppl,1,1
4,hanging out with kaiiiit,1,1
0,@crazedgirly Carrie isn't in the CMT Music Awards,0,0
4,@veronicaguirre what's the sagitarious(sp?) look like for today?!,1,1
4,@DontBeASkeptik at this point....... its too late for him to get treated like a decent man,1,0
0,@stringeilcuore You got me sick  lol jk,0,0
0,"Britsongreen is suffering from the worst imaginable hay fever and is having to stay indoors, rather than enjoy the sun today",0,0
4,@henryandjayne yeah that does look delicious  Let us know if you make it and what you think...,1,1
4,@happyhammer66 how your son's foottie match going? i hope he won,1,1
0,"Lying in my bed, trying to sleep. Not that easy after a red bull",0,0
0,Its a damn shame if you cannot attend your close friend's wedding!!!!!! I am goin g to miss one..,0,0
0,Yoooo....On sum real shit...ppl are so fucked up and then act like everything is all good! What u do in the dark is SURE 2 come 2 light!,0,1
4,Just got back and I have 2 copies of JB's new album and the new issue og Good Housekeeping with them on it so I am happy,1,1
4,@TyTV_Live IM GREAT....AND I THINK I GAVE YOU THE WRONG DATE...THE SHOW IS JULY 26...LOL SORRY FOR MY LATE REPLY ALSO,1,0
0,another WONDERFUL weekend! i almost hate to go back..... damn you mondays!,0,0
0,"@tiggsintexas me, too.      I'm almost always working on something....  tweeting to stay sane (or maybe it keeps me insane)",0,0
4,"Getting Ready,about to go to Qu33nz,Wif Denzel   drop comments.txt.aim.",1,0
0,@johannajoie bless you so sweet you no what it might be easier sending me through YT or something coz i dnt think i can download them all,0,1
0,@kjllim 'Twas an unproductive weekend!,0,1
0,@thekirsten I didn't get it  When did you send it?,0,0
4,@erniegirlsu I like that quote. Word,1,1
0,met someone today and wishes he'd had more time to talk to her.  #fb,0,0
4,@MsRivercity its all good tho .. @sparkdawgmusic is family,1,1
4,"@Tori_Thompson Lol. Trust me, being from STL, I'm will schooled in 1st loser =( but even we get a lil sunshine every few years.",1,1
4,Good morning.,1,1
0,Missed Undercover Boss so watching it on Channel 4+1. Damn football making me forget,0,0
0,@jaffne Nope   Guess I've been spoilt by Google!,0,0
0,In LA and the weather is not good! The weather back home in PA is better!,0,0
4,"Excited for Monday (that makes me VERY strange doesn't it) Also, in 45 days my credit score shoots way up....feeling blessed",1,1
0,"On a stupid course, wanna go home",0,0
0,@rlenzi I'll take a hit from Fleury or Max... I mean what?  I need another beer tbh.,0,1
4,@paulo_one @Neergorganic Thanks so MUCH for the #ecomonday love! Back at ya! Have a great one.,1,1
0,i am starting to think that i should have had breakfast today,0,0
0,1st. day back 2 work since 2 weeks!+long hot tough day+ bad launch+a nap= just woke up!!!+1st. time skip important appointment,0,0
0,wired to the wallllls and i have to work in 6 hours,0,0
4,Just ordered a microsd card online using opera mobile  tech rules,1,1
0,"morning @world, child wake's up at 6:50am",0,1
0,@impaulgriffiths poor baby,0,0
4,No... Thats Not me... Thats the first #oscarmayer kitchens! Circa 1945,1,0
4,Storms all week? Yes please,1,0
0,In the library with rory. Got the 1st nd 2nd off and have nothing to do.. Little red cap failed,0,0
0,@Jennifalconer We're wishig we could stay in the UK as it's forecast rain in Corfu for next 3 days  still it'll be warmer rain,0,0
4,@technicalwriter our culture has always been in a state of flux in a setting of true beauty mixed with a slightly dilapidated granduer,1,1
0,woke up with another sore throat...its back 2 the bath tub 4 me,0,0
4,Loved my early morning call.,1,1
0,p.s. - i swear i never knew that when i was thinking of my username  so much for originality.,0,0
4,@StacyDerosby Thank you,1,1
0,@katie_michael my brother just told me,0,0
0,is wondering about her hubby's wherabouts. sibuk banget apa ya?  http://plurk.com/p/13sp3q,0,1
0,@antzpantz i shouldn't go anyway. tryin to save mah money,0,0
0,@mamaspohr You've got to be kidding about Mike's job. Ugh.,0,0
4,@cairnmont he he he....thanks for the offer but no,1,0
4,Heading back to my desert border town! This trip was amazing,1,1
4,Check Out Ma Vids On www.youtube.com/user/EmiH1200/ Comment And If You Like Subscribe,1,1
4,did you know that today is nationl Twilight day?,1,1
4,"@LindsayBowman86 there you are, ya added me yet  love ya can't wait till tues!!!!",1,1
0,"Hazens sick  working from home office. Call, email, skype if you need to contact me.",0,0
0,"@lelro 17th July  You're so damn lucky!! My last exam (for this year) is on Friday, so theres really actually no need for me to be here.",0,0
4,@LilEmoBoi I know . Not getting out of bed today,1,0
0,@handcircus it's the morning of June 20th and it's not some ridiculous hour here and the new Rolando 2 video isn't up!,0,0
4,@JuliaGarlington Take pictures for me!,1,1
0,"My jaw hurts loads, i think i'm gonna suffer from jaw-dropping soon!",0,0
0,@RockinChick09 why u hates,0,0
4,@MrPhun - turn any straight guys gay yet?,1,1
0,At school...ready to leave...I'm hungry...tired...and hot!,0,1
0,"I have an awesome picture of happy pint, but it's not sending",0,1
0,why won't they let a 40yr old take his Legoland driving licence,0,0
4,@Brimichell aww thnks,1,0
0,At college . . doing work,0,0
0,@Omargunz im good just sleepy  how are you?,0,1
0,my quest for internet has been thwarted ... twice!  http://tinyurl.com/cg2f97,0,0
0,Aww How Can ii Tell Them ii Dont Want To Choose ii LoOv3ee Them Both The Same Im So Confused,0,0
0,"so much loving @taylorswift13, been wearing her shirt constantly!  just wish my seats were closer for her show   it'll still be amazing",0,0
4,@JennyCarnie so text me if you want to run tomorrow. See how tonight goes for you and the kids.,1,1
4,"@tommcfly In Spain, we could make an amazing show too.. but you all have to come to know that! hÃ¡!",1,1
4,@AnthonyM_ rumors rumors. doesnt mean shit as long as you know whats really going on,1,0
4,Bar night?  Sure.  Enter the boys.,1,1
4,First day of summer school!!! Woohoo!!,1,1
0,@jennifer97236 sorry for your losses,0,0
4,"I LOVE all of @alyankovic polka songs, they are fucking genius!",1,1
4,The Apprentice is on tonight,1,1
4,@MyfWarhurst did a great job tonight,1,1
4,@ninjabetic dude! Thx so much they arrived 9pm. Glad to know ur betta! We're leavin 6am.,1,1
0,"@alexiehernandez no, I really wanted to though..",0,0
0,@marinaathequeen awwww i'm sorry,0,0
4,@MF_III part of the job,1,1
4,@hannahmz Where have u guys been ! I missed up,1,0
0,just found out a girl from one of my classes died of heart failure last night...she was only 17,0,0
4,"@BaileyBeth Im really good, back in hereford today and yesterday for my sisters birthday, I'll make sure we catch up soon!",1,1
4,"@chicklitgurrl girl i've been sending text to you from yahoo, but it was to your old number .. i'm so dumb",1,1
4,Hoping to reach 700 followers by the end of the day! only 12 to go... would love your support,1,1
4,me and boag are going up to sandy's so i can get it  and its on the bit about the beaches online!,1,1
0,Got some chance to tweet around...my comp still down...  What up peepz?,0,0
0,Shit is hitting the fan today. Oh dear.,0,0
4,actually had a good tech rehearsal!  Off to dinner with Nick and Joel,1,1
4,Working on my next Ad campaign starting tomorrow excited,1,1
0,studying for finance exam!!,0,0
4,@Marge_Inovera Hi Jakki! Thanks for the hug - right back at ya,1,1
4,I really need to get to sleep earlier... lol,1,0
4,@jordanknight oh you big tease!  I'm hoping the winner is from Ireland and her name rhymes with &quot;reamer&quot;,1,1
0,@Chandnim I wish,0,0
4,"Done with shade 45 for today!! I think I'm back on next week (sunday)  ....food time now, I'm STARVIN!!!!",1,1
0,"@tommcfly your tweets arent making any sense to me, but i wish i could help you, anyway  are you alright?",0,1
4,Enjoying working when the suns out. Branding and logo should be finished soon.,1,1
0,"@paigewolf depends how far the plastic is shipped from, or is it recycled... the best 2 have your own bag(s), and not forget...I tend to",0,1
4,"Had an awesome day. 2 Bride meets&amp; a photoshoot. Then, spent the evening out fishing my 3 boys. Mom 6 fish, Ben 5 fish, Dad 1.",1,1
4,@bshermcincy Jesse has slept soundly thru the night since we 1st brought him home 12+ years ago  Sometimes resort to cold H2O to wake him,1,0
0,Listening to 1xtra Being Creative... (Drawing a 6ft Athlete) Resting these damm Muscles from Yesterday's Poor Vaulting...  DAMM RAIN!!!,0,0
0,Have you ever farted yourself awake? Not fun to be scared awake by a loud noise then the smell hits,0,0
4,why by secondhand serenade  http://bit.ly/tIODA,1,0
0,NOOOOOOO! Monkey man &lt;3 @raveenaubhi Akmal's face  it was so sad. Damn sometimes I hate high shots.,0,0
0,"Oops,I'm still working... Hate this time",0,0
4,@MarkRosenbauer only things that make this type of day better is music or movies,1,1
4,@trib yah but I'm looking for YOUR tips,1,1
4,Took a nap at 6 didn't wake up til now :0 okiii back to sleep,1,0
0,"guys give me a good song for dancing, i need it for my audition",0,1
0,"Fun 35 mi ride this morning, not too windy. Sad to hear F. Schleck crashed but thank goodness he's okay!  Andy finished 10th, next yr...",0,0
4,spending time in Times Square isn't so bad ....,1,1
4,"@KatrinaWoodrow2 Your being shallow is fine, @holymully &amp;  I shallow enough to find you cute as well as sweet",1,1
0,@RuleofLaw_1st I used to be one of those peeps  Say hi to your man for me! lol,0,1
4,im just listening &quot;poker face&quot; by lady gaga,1,1
0,Just watched Seven Pounds.  Feel vaguely depressed.,0,0
4,Why am I up?!?!? I have alot of shopping to do!,1,0
4,@Bhooshan Nice Nice. Welcome back now,1,1
0,@RhondaLove1997 yeah I know,0,1
4,I so don't understand what I'm supposed to do on Twitter but here I go    http://twitpic.com/2yf99,1,1
0,"okay, wish me luck at work today. its a &quot;saturdate&quot; and I have to try to sell some exspensive shit.",0,0
0,#trvsdjam morning twitter. broadband has run out,0,1
0,driving to work,0,0
4,twitter plugin on wordpress blog is working,1,1
4,@brookeschwab sorry your having a sad day friend.,1,0
0,Off to bed!! Gonna try to sleep with this awful feeling...  This suxxxxx... G'nite,0,0
4,Home from golf and soon off to the beach.,1,1
4,working interface tossed over the fence for a noon test on Times Square bulletin board at noon,1,0
4,"Best. Party. Ever. Over 20 people, crazy dancing, laughs, and a bonfire. I was out from 6 PM to 2 AM.",1,1
4,Ban-Joeys's Ultimate Cat Fighting Video Crockett vs Suntino   http://bit.ly/oamHW,1,1
4,"@sonecessary I have been talking on my iPhone headset to be ready for the switch while driving next month, too! you so responsible",1,1
0,This is the first time I've been to hamlin since you left,0,1
4,headed to jen's graduation party. Def thought it started at 7 not 4 lol oops E.B.&amp;Sam,1,1
4,"Soaking in the last few hours with all the family in town... it's been a loud, delicious and beautiful time together!!",1,1
0,jus saw sumthn very interesting.. i did not likee. now it has me wonderingg,0,0
0,ugh stomach ache 2 many now and laters 4m the pinata  no mas,0,0
4,@joker2k3 Ditto.  Good morning!  haha,1,1
0,"why , @vickidenisa ? I'm very very bored at home....",0,0
0,Would love to get a couple more hours of sleep but her mind is already moving too fast.,0,0
0,Oh for fuck sake. I just found a video on my flash drive of Dean Gaffney making Frank Sidebottom eqaculate using magic. I am ashamed,0,0
4,Apparently it's going to be a NK trivia type thing again.... let's hope I can get through and I'm smarter than the idiots yesterday!,1,0
4,is supposed to be revising,1,0
0,lol.... feeling 13 all over again,0,1
0,My freakin toe hurts  lol....still at the y.,0,0
4,"Staying at the Ramada Inn-very nice! Awesome service at Faith Bible Baptist Church in Glen Falls, NY.  Tour is going great! Autumn JM",1,1
4,@missbossy good comment  well Josie has repeatedly said marketing is her forte isn't it? She did it! lol #awaresg,1,1
4,"I'm new to Twitter! ;-) Glad to see so many fluff-friends here! Yay! Koali is happy to see that, too  OK, back to work...",1,1
4,@unbeliever008 and thanks i hope this is the LAST time i'm in court i need to grow up and stop getting in trouble with the police so much,1,0
4,"@djmerkmusic @asprott Uh, and for me!!  But yes, the cruise is a really illlllll plan   love you dudes",1,0
4,@jodierecommends Do visit www.101fengshuitips.com for great everyday home living Feng Shui tips and guide!,1,1
0,Heading to the land of fruits and nuts (San Francisco) for the week for the RSA Conference. Missing my Jamie.,0,0
4,"Okay! I've reflected long enough, where's the coffee",1,0
0,"Who needs sleep, right? Wrong. I do.",0,0
4,@Happydonot ^^ let's kill her. I call with micha and work on the pc.  what are your plans for the weekend?,1,1
0,I seem to have left my Drivers License behind somewhere. Forgot to put it back in my wallet after entering security. No beer with dinner.,0,0
4,@LizzyJ30 no I haven't. But this isn't jayde it's her biggest fan LOL! But I do talk to her! Thanks for checking my page out!,1,0
4,@leehopkins Yep - I'm going to catch up on the last few podcasts during my flights! Looking forward 2 meeting you,1,1
4,@jesussetmefree Thanx for the follow Friday mention!,1,1
4,"st. patrick, please come back to colorado",1,1
0,Yay i probably failed! Maybe not i'll find out in 4-6 weeks  that stuff was hard!,0,0
0,@JessieLynne - I'm pretty much there :/ Wheres the time machine?,0,0
0,is feeling very unwell and is developing a nasty flu,0,0
4,"@mrdoob twas a sweetass mix! funny that you listen to paniq, he was one of my favorite mod producers from the demoscene",1,1
4,had a great night  thanks everyone,1,1
4,@InTheCityLife  SAME me and emz were in discussion,1,1
4,Only 4 more sleeps! Counting down to the first ever Transit of Venus gig.  Tis gonna be fun,1,1
4,"@MrVegasNYC oh lol...maybe, but i doubt it  I'm comfortable wit my weirdness &amp; not trying to be hood or cool anymore. I'm Fly that trumps",1,0
4,Jus found out sum GREAT news!!! All imma say is I can't wait 'til 4the BET awards!!,1,1
4,"@Steven_Morales haha i don't know, but i just realized how creepy that sounded. sorry.",1,0
0,still alive.. pissed that the alarm ruined my sleep.. why would they let a thing like that go off at 1 am for no good reason?,0,0
4,"#myweakness .... is simply the shoe section.anytime you go shopping for anything, you end up shopping for shoes. am i right?Gossip Girl?",1,1
0,@peterfacinelli i really wanted you to win but i dont think you're going to...,0,0
0,My flat screen broken,0,0
0,"Ok, so there was slight disappointmet.",0,0
0,The new headphones are fuckin amazing.They sound like you are actually at a concert.Made me wanna see Darren live again RIGHT NOW.,0,0
0,Still no news of her. Was trying her number hourly without no avail. I am scared.,0,0
4,"Is it weird to have cereal as dinner? Well who cares, I like it",1,1
4,Today i feel really good without adderall.,1,0
4,@nkirn Have several episodes on Dollhouse to watch on DVR still. TV is my down time. The only thing that totally shuts off my mind.,1,0
0,"I walk in for a internship, Land a 1 year contract yet can't accept it...this would be easier if I was rejected",0,0
0,shit! light is gone again...  in this heat...it is terrible,0,0
0,needs to figure out how to get people to reply to his Twitter and FB status updates cause he's a total attention whore,0,1
0,Grrr I wanna play dominos today but I know my uncles band girls from playin  grrr,0,0
4,@_musiclover27_ nope... i usually prefer dance videos than soft videos.....,1,1
0,I don't want him to leave.,0,0
0,@trevypoos ill  how's yr hol?,0,0
0,NOOO! Family are talking (loudly) over my DT fix,0,0
4,finish modifying,1,1
0,im so bored at home,0,0
4,@thehotiron Got the invite there.   I still like FaceBook more for some reason.,1,0
4,txtin my AMAZING girlfriend,1,1
4,@djMIA Good Luck!!!  keep rockin!,1,1
0,"All I want to do is sleep today. &amp; clean, not to mention all the baby clothes I have to organize. &amp; my own clothes! Oh bother!",0,0
4,"@_FoodNetwork My mom has the hots for Bobby Flay, but I'll take Tyler &quot;The Ultimate&quot; Florence any day!",1,1
4,"@bii:  ha, thanks   hooray for bedhead?",1,1
0,Was awakened by a TERRIBLE charley horse this morning....I swear my screams echoed through the hollow!  Now I have a headache...,0,0
4,just got to work....djkfladjkfla;f tonight...dinner and a movie with sam,1,1
0,@deathcab4candi Then give me some of your sun. I need to paint the shed,0,1
0,@MissRaydaDiva lmao I told u already u abandoned me when u got a boyfriend  lol,0,0
0,TWITTER DOESN'T DO ANYTHING,0,0
4,@Sneezy43 u'll be fine... How about I make u some dinner tonight?,1,1
4,says 2nd may is a good day!  http://plurk.com/p/rlbkq,1,1
4,Watching the new JONAS,1,1
0,"@GlitterGirlTV When they were performing in Toronto, I so wanted to go see it but didn't get a chance to",0,0
4,@drakebell tweet with me!,1,1
4,@OculusVision no...once again.  but my inbox is waiting impatiently,1,0
0,ï¿½cont) LOL I keep seeing that ladies scary eyes,0,0
4,"Swimming, BBQ, and ice cream at the in-laws!!! Summer vacation is gonna include a lot of nights like this!!!",1,1
4,@jasoncastro Surfing sounds like loads of fun!!,1,1
4,haha posting a picture onto Twitpic.,1,1
4,@gulpanag and don't value what you have,1,1
0,went for a run this morning and now my face is sunburnt... and I used sunscreen!,0,0
4,lookin forward 2 talkin 2 celebs!!  xxx,1,1
4,@dannywood are u watching the atl/phil game? They are all wearing pink ribbons. I thought u would like that,1,1
0,exam time [] i dont want to study,0,0
4,Following the N. Korea developments on GodlikeProductions.Com   .... join me ...,1,1
0,Headache,0,0
0,though i forgot my celery,0,0
0,Another early shift. No rain helping this morning though.,0,0
0,"Watching ATL get slaughtered,,,,,,",0,1
4,Whoa that was intense. All my favorites are still alive though.,1,1
0,I don't like this 9-5 malarky - I should be out seeing my friends who I haven't seen in months  stupid work,0,0
4,@cocotteloup hahah... not at all... I could never imagine u as bitchy!! I was just kidding!!,1,1
